geoid,Zip,Total,Owned,Rent
86000US95977,95977,703,530,173
86000US95978,95978,58,19,39
86000US95979,95979,206,132,74
86000US95981,95981,12,12,0
86000US95982,95982,1150,868,282
86000US95983,95983,177,163,14
86000US95984,95984,33,33,0
86000US95986,95986,30,24,6
86000US95987,95987,1803,1197,606
86000US95988,95988,3220,1847,1373
86000US95991,95991,14321,6724,7597
86000US95993,95993,12116,7994,4122
86000US96001,96001,13939,8033,5906
86000US96002,96002,12658,7332,5326
86000US96003,96003,18058,10519,7539
86000US96006,96006,166,148,18
86000US96007,96007,9051,6099,2952
86000US96008,96008,490,449,41
86000US96009,96009,177,151,26
86000US96010,96010,57,49,8
86000US96011,96011,68,43,25
86000US96013,96013,1745,1052,693
86000US96014,96014,88,47,41
86000US96015,96015,69,21,48
86000US96016,96016,173,156,17
86000US96017,96017,78,56,22
86000US96019,96019,3744,2350,1394
86000US96020,96020,1019,690,329
86000US96021,96021,5693,3717,1976
86000US96022,96022,6218,4859,1359
86000US96023,96023,464,303,161
86000US96024,96024,443,356,87
86000US96025,96025,950,562,388
86000US96027,96027,1001,776,225
86000US96028,96028,505,427,78
86000US96029,96029,73,56,17
86000US96031,96031,60,54,6
86000US96032,96032,1067,718,349
86000US96033,96033,218,167,51
86000US96034,96034,125,63,62
86000US96035,96035,1290,938,352
86000US96037,96037,144,102,42
86000US96038,96038,294,155,139
86000US96039,96039,449,267,182
86000US96040,96040,102,102,0
86000US96041,96041,1239,768,471
86000US96044,96044,456,323,133
86000US96046,96046,79,54,25
86000US96047,96047,365,291,74
86000US96048,96048,320,268,52
86000US96049,96049,26,20,6
86000US96050,96050,223,157,66
86000US96051,96051,581,437,144
86000US96052,96052,584,383,201
86000US96054,96054,158,117,41
86000US96055,96055,1556,1105,451
86000US96056,96056,701,581,120
86000US96057,96057,620,482,138
86000US96058,96058,261,184,77
86000US96059,96059,245,154,91
86000US96061,96061,11,11,0
86000US96062,96062,424,328,96
86000US96063,96063,118,71,47
86000US96064,96064,1889,1379,510
86000US96065,96065,170,103,67
86000US96067,96067,3330,2131,1199
86000US96068,96068,53,24,29
86000US96069,96069,355,299,56
86000US96071,96071,24,24,0
86000US96073,96073,1489,1376,113
86000US96074,96074,58,39,19
86000US96075,96075,139,125,14
86000US96076,96076,84,72,12
86000US96080,96080,11136,6543,4593
86000US96084,96084,161,127,34
86000US96085,96085,28,28,0
86000US96086,96086,148,115,33
86000US96087,96087,266,217,49
86000US96088,96088,1996,1736,260
86000US96090,96090,191,133,58
86000US96091,96091,330,248,82
86000US96092,96092,122,83,39
86000US96093,96093,1703,963,740
86000US96094,96094,2882,1801,1081
86000US96096,96096,291,241,50
86000US96097,96097,4323,2733,1590
86000US96101,96101,2304,1751,553
86000US96103,96103,727,585,142
86000US96104,96104,259,209,50
86000US96105,96105,77,77,0
86000US96106,96106,92,69,23
86000US96107,96107,493,333,160
86000US96108,96108,42,42,0
86000US96109,96109,407,304,103
86000US96110,96110,69,45,24
86000US96111,96111,61,61,0
86000US96112,96112,78,52,26
86000US96113,96113,390,188,202
86000US96114,96114,1375,1135,240
86000US96115,96115,74,71,3
86000US96116,96116,101,101,0
86000US96117,96117,136,118,18
86000US96118,96118,650,490,160
86000US96119,96119,21,5,16
86000US96120,96120,267,228,39
86000US96121,96121,137,117,20
86000US96122,96122,1399,981,418
86000US96123,96123,11,6,5
86000US96124,96124,187,177,10
86000US96125,96125,108,108,0
86000US96126,96126,55,41,14
86000US96128,96128,280,280,0
86000US96129,96129,156,156,0
86000US96130,96130,5233,3134,2099
86000US96132,96132,36,22,14
86000US96133,96133,51,9,42
86000US96134,96134,722,440,282
86000US96135,96135,90,90,0
86000US96136,96136,36,36,0
86000US96137,96137,1591,1242,349
86000US96140,96140,479,327,152
86000US96141,96141,146,140,6
86000US96142,96142,330,242,88
86000US96143,96143,1450,827,623
86000US96145,96145,1051,719,332
86000US96146,96146,454,305,149
86000US96148,96148,210,127,83
86000US96150,96150,11536,6195,5341
86000US96155,96155,0,0,0
86000US96161,96161,6929,5086,1843
86000US97520,97520,11592,6827,4765
86000US97603,97603,11639,7841,3798
86000US97623,97623,1072,934,138
86000US97632,97632,545,390,155
86000US97633,97633,548,426,122
86000US97635,97635,90,90,0
